CH0,CH1
0.185897435897436,0.190781440781441
0.185286935286935,0.189560439560440
0.185592185592186,0.189255189255189
0.184676434676435,0.189255189255189
0.184065934065934,0.188339438339438
0.182844932844933,0.186507936507937
0.182234432234432,0.186813186813187
0.181929181929182,0.186202686202686
0.180708180708181,0.183455433455433
0.180097680097680,0.182539682539683
0.178266178266178,0.182539682539683
0.177655677655678,0.180097680097680
0.175824175824176,0.179487179487179
0.174603174603175,0.177350427350427
0.173687423687424,0.176434676434676
0.171855921855922,0.175518925518926
0.170024420024420,0.173076923076923
0.168498168498169,0.170940170940171
0.166666666666667,0.170634920634921
0.165445665445665,0.168498168498169
0.162087912087912,0.166056166056166
0.162087912087912,0.164835164835165
0.158424908424908,0.162393162393162
0.155677655677656,0.161782661782662
0.154761904761905,0.158730158730159
0.153540903540904,0.155372405372405
0.150793650793651,0.155067155067155
0.148351648351648,0.152319902319902
0.144993894993895,0.150183150183150
0.143162393162393,0.146825396825397
0.142246642246642,0.144078144078144
0.137973137973138,0.141941391941392
0.135225885225885,0.139499389499390
0.132783882783883,0.137362637362637
0.130647130647131,0.134615384615385
0.127289377289377,0.132173382173382
0.125457875457875,0.129426129426129
0.123321123321123,0.125152625152625
0.118437118437118,0.123321123321123
0.115995115995116,0.119047619047619
0.113553113553114,0.117826617826618
0.110500610500610,0.113247863247863
0.107753357753358,0.111721611721612
0.103785103785104,0.107448107448107
0.100732600732601,0.104090354090354
0.097069597069597,0.101953601953602
0.095238095238095,0.097374847374847
0.093101343101343,0.094932844932845
0.089133089133089,0.091575091575092
0.085470085470085,0.089438339438339
0.081807081807082,0.085164835164835
0.079059829059829,0.081807081807082
0.074481074481074,0.078449328449328
0.072344322344322,0.073870573870574
0.068681318681319,0.071733821733822
0.065018315018315,0.067765567765568
0.061660561660562,0.064713064713065
0.058913308913309,0.061660561660562
0.054639804639805,0.057081807081807
0.050061050061050,0.054334554334554
0.047619047619048,0.050366300366300
0.043345543345543,0.047313797313797
0.040903540903541,0.042735042735043
0.036630036630037,0.038156288156288
0.033272283272283,0.035103785103785
0.029609279609280,0.031135531135531
0.026251526251526,0.028083028083028
0.022283272283272,0.022893772893773
0.018620268620269,0.020451770451770
0.014652014652015,0.017399267399267
0.011599511599512,0.012820512820513
0.007020757020757,0.009462759462759
0.003052503052503,0.005189255189255
0.000000000000000,0.002442002442002
-0.003968253968254,-0.001526251526252
-0.008852258852259,-0.005494505494505
-0.011904761904762,-0.010073260073260
-0.015567765567766,-0.013125763125763
-0.018620268620269,-0.017094017094017
-0.021978021978022,-0.020146520146520
-0.025335775335775,-0.023504273504274
-0.030830280830281,-0.027777777777778
-0.034493284493284,-0.030219780219780
-0.037851037851038,-0.035714285714286
-0.041208791208791,-0.038156288156288
-0.045787545787546,-0.042429792429792
-0.047619047619048,-0.045787545787546
-0.051587301587302,-0.050671550671551
-0.055555555555556,-0.053113553113553
-0.058608058608059,-0.057387057387057
-0.062881562881563,-0.060439560439560
-0.066239316239316,-0.064102564102564
-0.069291819291819,-0.067155067155067
-0.073565323565324,-0.071123321123321
-0.076617826617827,-0.074175824175824
-0.079975579975580,-0.079365079365079
-0.082722832722833,-0.083028083028083
-0.087606837606838,-0.084554334554335
-0.088827838827839,-0.087912087912088
-0.092185592185592,-0.091269841269841
-0.097069597069597,-0.094017094017094
-0.099206349206349,-0.097374847374847
-0.102564102564103,-0.100427350427350
-0.106837606837607,-0.104395604395604
-0.109279609279609,-0.107142857142857
-0.112332112332112,-0.109890109890110
-0.115384615384615,-0.113247863247863
-0.119047619047619,-0.116605616605617
-0.120268620268620,-0.118742368742369
-0.123931623931624,-0.122710622710623
-0.126068376068376,-0.124542124542125
-0.130341880341880,-0.127594627594628
-0.133089133089133,-0.130647130647131
-0.134004884004884,-0.132478632478632
-0.137667887667888,-0.134920634920635
-0.140109890109890,-0.137973137973138
-0.142246642246642,-0.141330891330891
-0.145604395604396,-0.142551892551893
-0.147435897435897,-0.144993894993895
-0.149572649572650,-0.147741147741148
-0.152319902319902,-0.150488400488400
-0.155067155067155,-0.153235653235653
-0.156593406593407,-0.155067155067155
-0.158730158730159,-0.157203907203907
-0.160256410256410,-0.160256410256410
-0.163308913308913,-0.161477411477411
-0.164529914529915,-0.164529914529915
-0.167582417582418,-0.165140415140415
-0.168498168498169,-0.167277167277167
-0.169413919413919,-0.168803418803419
-0.172771672771673,-0.170634920634921
-0.174297924297924,-0.171550671550672
-0.175213675213675,-0.173076923076923
-0.176739926739927,-0.175213675213675
-0.177960927960928,-0.176739926739927
-0.179487179487179,-0.178571428571429
-0.180097680097680,-0.177960927960928
-0.182539682539683,-0.180097680097680
-0.182539682539683,-0.181318681318681
-0.184065934065934,-0.182844932844933
-0.184065934065934,-0.183455433455433
-0.185286935286935,-0.184065934065934
-0.186202686202686,-0.184676434676435
-0.187118437118437,-0.186202686202686
-0.187118437118437,-0.186507936507937
-0.189560439560440,-0.188644688644689
-0.188949938949939,-0.187118437118437
-0.189560439560440,-0.188644688644689
-0.189865689865690,-0.188339438339438
-0.189865689865690,-0.190170940170940
-0.189865689865690,-0.189560439560440
-0.191697191697192,-0.189865689865690
-0.191086691086691,-0.190170940170940
-0.191697191697192,-0.189560439560440
-0.191086691086691,-0.188949938949939
-0.190781440781441,-0.190781440781441
-0.190781440781441,-0.188949938949939
-0.191391941391941,-0.189865689865690
-0.189560439560440,-0.188339438339438
-0.190476190476190,-0.189255189255189
-0.189255189255189,-0.188644688644689
-0.188034188034188,-0.187118437118437
-0.187118437118437,-0.186813186813187
-0.188034188034188,-0.185897435897436
-0.187118437118437,-0.185286935286935
-0.185592185592186,-0.184371184371184
-0.184065934065934,-0.183455433455433
-0.184065934065934,-0.183455433455433
-0.183150183150183,-0.181623931623932
-0.181318681318681,-0.180402930402930
-0.180708180708181,-0.178266178266178
-0.179792429792430,-0.178266178266178
-0.177655677655678,-0.176129426129426
-0.176739926739927,-0.176129426129426
-0.175213675213675,-0.173992673992674
-0.173992673992674,-0.172771672771673
-0.172466422466422,-0.170329670329670
-0.170940170940171,-0.169413919413919
-0.167277167277167,-0.167582417582418
-0.167277167277167,-0.165750915750916
-0.164835164835165,-0.164224664224664
-0.164224664224664,-0.162393162393162
-0.161782661782662,-0.159645909645910
-0.160256410256410,-0.157203907203907
-0.157814407814408,-0.155982905982906
-0.157203907203907,-0.153540903540904
-0.153235653235653,-0.150793650793651
-0.150183150183150,-0.149267399267399
-0.149267399267399,-0.146214896214896
-0.145909645909646,-0.144993894993895
-0.143467643467643,-0.141941391941392
-0.140720390720391,-0.139194139194139
-0.138278388278388,-0.136141636141636
-0.135225885225885,-0.134004884004884
-0.133089133089133,-0.131868131868132
-0.129426129426129,-0.129120879120879
-0.126984126984127,-0.126678876678877
-0.125763125763126,-0.123015873015873
-0.122100122100122,-0.119047619047619
-0.118742368742369,-0.116300366300366
-0.115689865689866,-0.115689865689866
-0.112637362637363,-0.110500610500610
-0.110500610500610,-0.109279609279609
-0.107448107448107,-0.105921855921856
-0.105311355311355,-0.102564102564103
-0.100732600732601,-0.098595848595849
-0.097374847374847,-0.096153846153846
-0.094017094017094,-0.093101343101343
-0.090659340659341,-0.089743589743590
-0.086996336996337,-0.085775335775336
-0.083943833943834,-0.083028083028083
-0.082112332112332,-0.079670329670330
-0.079365079365079,-0.076007326007326
-0.076007326007326,-0.072649572649573
-0.069902319902320,-0.068986568986569
-0.067155067155067,-0.065934065934066
-0.063797313797314,-0.062576312576313
-0.060134310134310,-0.058608058608059
-0.055860805860806,-0.054945054945055
-0.052808302808303,-0.050976800976801
-0.049145299145299,-0.047924297924298
-0.046092796092796,-0.044261294261294
-0.042735042735043,-0.041208791208791
-0.037851037851038,-0.036019536019536
-0.034188034188034,-0.032967032967033
-0.030830280830281,-0.029609279609280
-0.027167277167277,-0.025641025641026
-0.023199023199023,-0.021062271062271
-0.019841269841270,-0.019230769230769
-0.016483516483516,-0.014652014652015
-0.011904761904762,-0.011599511599512
-0.008852258852259,-0.007020757020757
-0.004578754578755,-0.002747252747253
-0.001221001221001,0.000305250305250
0.001831501831502,0.004273504273504
0.007020757020757,0.007936507936508
0.010073260073260,0.012210012210012
0.014041514041514,0.015567765567766
0.017399267399267,0.018925518925519
0.021672771672772,0.022893772893773
0.024725274725275,0.026251526251526
0.028388278388278,0.030219780219780
0.031440781440781,0.034188034188034
0.036019536019536,0.037851037851038
0.039682539682540,0.041514041514042
0.043650793650794,0.044566544566545
0.045787545787546,0.048534798534799
0.049755799755800,0.052197802197802
0.054945054945055,0.056166056166056
0.057387057387057,0.058913308913309
0.061050061050061,0.062576312576313
0.064713064713065,0.066544566544567
0.068681318681319,0.069902319902320
0.071733821733822,0.072649572649573
0.074481074481074,0.077533577533578
0.078754578754579,0.080586080586081
0.081807081807082,0.083638583638584
0.085164835164835,0.087912087912088
0.088827838827839,0.090354090354090
0.091269841269841,0.094627594627595
0.094627594627595,0.096764346764347
0.097374847374847,0.101343101343101
0.101343101343101,0.103479853479853
0.104090354090354,0.108363858363858
0.106227106227106,0.109890109890110
0.110195360195360,0.113247863247863
0.113247863247863,0.117216117216117
0.116300366300366,0.119047619047619
0.117826617826618,0.122100122100122
0.121794871794872,0.125457875457875
0.123931623931624,0.126984126984127
0.127289377289377,0.130036630036630
0.128815628815629,0.132783882783883
0.133089133089133,0.136446886446886
0.133394383394383,0.137973137973138
0.138888888888889,0.140109890109890
0.140109890109890,0.143467643467643
0.142246642246642,0.146520146520147
0.144993894993895,0.148351648351648
0.147741147741148,0.151404151404151
0.149267399267399,0.153235653235653
0.151709401709402,0.155982905982906
0.153235653235653,0.156898656898657
0.155982905982906,0.160256410256410
0.157814407814408,0.161477411477411
0.162087912087912,0.163919413919414
0.162087912087912,0.165445665445665
0.164529914529915,0.166666666666667
0.165750915750916,0.169108669108669
0.167582417582418,0.170024420024420
0.169413919413919,0.173687423687424
0.171550671550672,0.173382173382173
0.172771672771673,0.176434676434676
0.173992673992674,0.178266178266178
0.174908424908425,0.179792429792430
0.176434676434676,0.180402930402930
0.178266178266178,0.181318681318681
0.179487179487179,0.184676434676435
0.179181929181929,0.183760683760684
0.181318681318681,0.186202686202686
0.182234432234432,0.185592185592186
0.182844932844933,0.186202686202686
0.182844932844933,0.187423687423687
0.185897435897436,0.186813186813187
0.184981684981685,0.189560439560440
0.185897435897436,0.188949938949939
0.185897435897436,0.189865689865690
0.186507936507937,0.190170940170940
0.187423687423687,0.191391941391941
0.188339438339438,0.191697191697192
0.186813186813187,0.192002442002442
0.188644688644689,0.192612942612943
0.186813186813187,0.191391941391941
0.188949938949939,0.192002442002442
0.187728937728938,0.192307692307692
0.187728937728938,0.193223443223443
0.186813186813187,0.191697191697192
0.188034188034188,0.193223443223443
0.186507936507937,0.190476190476190
0.186507936507937,0.189560439560440
0.185897435897436,0.190781440781441
0.185592185592186,0.189560439560440
0.184981684981685,0.189255189255189
0.184371184371184,0.188339438339438
0.183760683760684,0.187118437118437
0.184981684981685,0.187118437118437
0.182234432234432,0.185897435897436
0.180708180708181,0.184676434676435
0.179792429792430,0.183455433455433
0.179181929181929,0.183455433455433
0.177960927960928,0.181929181929182
0.177045177045177,0.179181929181929
0.174908424908425,0.179181929181929
0.174908424908425,0.177960927960928
0.172466422466422,0.175824175824176
0.171550671550672,0.174603174603175
0.168803418803419,0.173382173382173
0.167277167277167,0.170634920634921
0.164529914529915,0.170024420024420
0.164529914529915,0.168498168498169
0.162393162393162,0.166666666666667
0.161172161172161,0.164835164835165
0.158119658119658,0.162087912087912
0.158424908424908,0.161782661782662
0.153846153846154,0.157203907203907
0.151709401709402,0.155372405372405
0.150183150183150,0.152930402930403
0.145604395604396,0.150793650793651
0.143467643467643,0.149877899877900
0.143162393162393,0.145909645909646
0.139804639804640,0.143467643467643
0.137057387057387,0.141941391941392
0.135225885225885,0.139194139194139
0.132783882783883,0.135225885225885
0.129731379731380,0.133699633699634
0.126984126984127,0.130647130647131
0.125763125763126,0.128510378510378
0.121794871794872,0.124847374847375
0.118437118437118,0.123321123321123
0.116300366300366,0.119047619047619
0.113247863247863,0.116910866910867
0.110500610500610,0.114163614163614
0.107753357753358,0.110805860805861
0.104700854700855,0.107753357753358
0.101648351648352,0.105006105006105
0.098290598290598,0.101648351648352
0.094932844932845,0.097985347985348
0.092796092796093,0.094627594627595
0.089133089133089,0.090964590964591
0.085164835164835,0.086996336996337
0.082417582417582,0.085164835164835
0.079365079365079,0.081501831501832
0.075702075702076,0.077838827838828
0.071123321123321,0.072954822954823
0.068070818070818,0.070818070818071
0.065323565323565,0.067155067155067
0.060744810744811,0.063492063492063
0.057387057387057,0.061050061050061
0.053724053724054,0.057081807081807
0.050366300366300,0.053113553113553
0.046703296703297,0.049450549450549
0.043345543345543,0.046092796092796
0.039072039072039,0.042124542124542
0.035714285714286,0.038461538461538
0.033272283272283,0.035103785103785
0.028693528693529,0.031746031746032
0.026556776556777,0.027167277167277
0.020451770451770,0.024114774114774
0.017399267399267,0.020757020757021
0.014957264957265,0.016788766788767
0.010073260073260,0.012820512820513
0.006410256410256,0.008547008547009
0.002747252747253,0.005189255189255
-0.000915750915751,0.001831501831502
-0.003663003663004,-0.002136752136752
-0.009768009768010,-0.006410256410256
-0.011599511599512,-0.008852258852259
-0.014346764346764,-0.013431013431013
-0.018620268620269,-0.017399267399267
-0.022283272283272,-0.021062271062271
-0.026556776556777,-0.024725274725275
-0.031135531135531,-0.029304029304029
-0.033577533577534,-0.032356532356532
-0.036935286935287,-0.035409035409035
-0.041514041514042,-0.039377289377289
-0.045177045177045,-0.043040293040293
-0.048840048840049,-0.046703296703297
-0.052808302808303,-0.050061050061050
-0.055555555555556,-0.053113553113553
-0.059829059829060,-0.056776556776557
-0.062881562881563,-0.061965811965812
-0.067460317460317,-0.064102564102564
-0.070207570207570,-0.068681318681319
-0.073260073260073,-0.072039072039072
-0.076617826617827,-0.075091575091575
-0.081501831501832,-0.079059829059829
-0.083638583638584,-0.082417582417582
-0.086996336996337,-0.084249084249084
-0.089743589743590,-0.089133089133089
-0.093406593406593,-0.091269841269841
-0.095848595848596,-0.095238095238095
-0.100122100122100,-0.098290598290598
-0.104090354090354,-0.101343101343101
-0.107448107448107,-0.104395604395604
-0.108974358974359,-0.107753357753358
-0.112332112332112,-0.110805860805861
-0.114163614163614,-0.114774114774115
-0.118131868131868,-0.116605616605617
-0.121794871794872,-0.119963369963370
-0.124542124542125,-0.122710622710623
-0.126984126984127,-0.125152625152625
-0.130036630036630,-0.126984126984127
-0.132478632478632,-0.131562881562882
-0.134920634920635,-0.133089133089133
-0.137362637362637,-0.136446886446886
-0.140415140415140,-0.138278388278388
-0.143467643467643,-0.141636141636142
-0.145909645909646,-0.143162393162393
-0.148046398046398,-0.145604395604396
-0.151098901098901,-0.148656898656899
-0.152930402930403,-0.149572649572650
-0.153846153846154,-0.153846153846154
-0.157203907203907,-0.154761904761905
-0.159340659340659,-0.156898656898657
-0.160256410256410,-0.158730158730159
-0.163614163614164,-0.162087912087912
-0.164529914529915,-0.163003663003663
-0.166666666666667,-0.165445665445665
-0.167887667887668,-0.166971916971917
-0.170024420024420,-0.168803418803419
-0.170940170940171,-0.170329670329670
-0.173687423687424,-0.172466422466422
-0.173687423687424,-0.173382173382173
-0.176434676434676,-0.175518925518926
-0.177045177045177,-0.175518925518926
-0.180097680097680,-0.177655677655678
-0.180708180708181,-0.178876678876679
-0.181623931623932,-0.180097680097680
-0.183455433455433,-0.181623931623932
-0.184065934065934,-0.182234432234432
-0.184676434676435,-0.184065934065934
-0.186202686202686,-0.185286935286935
-0.186813186813187,-0.186202686202686
-0.187118437118437,-0.185592185592186
-0.187728937728938,-0.186507936507937
-0.188034188034188,-0.187118437118437
-0.189560439560440,-0.187423687423687
-0.189560439560440,-0.188034188034188
-0.189560439560440,-0.187728937728938
-0.190781440781441,-0.188949938949939
-0.190476190476190,-0.190170940170940
-0.191697191697192,-0.189560439560440
-0.191697191697192,-0.189865689865690
-0.191697191697192,-0.190170940170940
-0.191086691086691,-0.189255189255189
-0.191697191697192,-0.190170940170940
-0.191086691086691,-0.189865689865690
-0.191697191697192,-0.189865689865690
-0.189865689865690,-0.188034188034188
-0.190476190476190,-0.188339438339438
-0.188644688644689,-0.188339438339438
-0.190476190476190,-0.188034188034188
-0.188644688644689,-0.187423687423687
-0.187728937728938,-0.186813186813187
-0.186507936507937,-0.184371184371184
-0.185897435897436,-0.184676434676435
-0.184981684981685,-0.183760683760684
-0.184371184371184,-0.182539682539683
-0.182539682539683,-0.181318681318681
-0.182539682539683,-0.181013431013431
-0.180708180708181,-0.179792429792430
-0.179487179487179,-0.177655677655678
-0.176739926739927,-0.176434676434676
-0.176434676434676,-0.175213675213675
-0.173992673992674,-0.173076923076923
-0.173687423687424,-0.173076923076923
-0.170940170940171,-0.171245421245421
-0.170329670329670,-0.169413919413919
-0.168498168498169,-0.166666666666667
-0.166666666666667,-0.166056166056166
-0.165750915750916,-0.164835164835165
-0.164529914529915,-0.162087912087912
-0.161782661782662,-0.159035409035409
-0.158730158730159,-0.158424908424908
-0.157814407814408,-0.156288156288156
-0.154456654456654,-0.153235653235653
-0.152014652014652,-0.152930402930403
-0.149877899877900,-0.148962148962149
-0.147435897435897,-0.146825396825397
-0.146214896214896,-0.143467643467643
-0.143162393162393,-0.141941391941392
-0.141025641025641,-0.139804639804640
-0.138278388278388,-0.137057387057387
-0.135225885225885,-0.134615384615385
-0.133089133089133,-0.131562881562882
-0.130341880341880,-0.128815628815629
-0.128205128205128,-0.125763125763126
-0.125457875457875,-0.123931623931624
-0.120879120879121,-0.120879120879121
-0.118742368742369,-0.117216117216117
-0.115384615384615,-0.115079365079365
-0.113858363858364,-0.111111111111111
-0.109584859584860,-0.108058608058608
-0.106532356532357,-0.105921855921856
-0.104700854700855,-0.101648351648352
-0.100732600732601,-0.099206349206349
-0.097374847374847,-0.095543345543346
-0.094017094017094,-0.092490842490842
-0.090964590964591,-0.088522588522589
-0.086996336996337,-0.087301587301587
-0.084554334554335,-0.082722832722833
-0.082112332112332,-0.080586080586081
-0.076923076923077,-0.076312576312576
-0.075396825396825,-0.073565323565324
-0.070207570207570,-0.068986568986569
-0.067765567765568,-0.065018315018315
-0.063797313797314,-0.061965811965812
-0.060744810744811,-0.058913308913309
-0.055860805860806,-0.054945054945055
-0.053418803418803,-0.051282051282051
-0.049450549450549,-0.047619047619048
-0.046703296703297,-0.043956043956044
-0.041514041514042,-0.039682539682540
-0.039377289377289,-0.037240537240537
-0.035103785103785,-0.032967032967033
-0.031440781440781,-0.028693528693529
-0.026862026862027,-0.025946275946276
-0.022893772893773,-0.021978021978022
-0.020146520146520,-0.018620268620269
-0.016788766788767,-0.014652014652015
-0.012515262515263,-0.010073260073260
-0.008852258852259,-0.006105006105006
-0.006105006105006,-0.003968253968254
-0.000915750915751,0.000610500610501
0.002747252747253,0.004273504273504
0.006105006105006,0.007936507936508
0.009768009768010,0.011599511599512
0.014041514041514,0.016178266178266
0.017399267399267,0.019230769230769
0.019536019536020,0.023199023199023
0.025335775335775,0.027472527472527
0.029304029304029,0.029609279609280
0.031440781440781,0.033882783882784
0.035409035409035,0.036935286935287
0.039377289377289,0.041208791208791
0.043040293040293,0.044871794871795
0.047313797313797,0.048229548229548
0.050061050061050,0.051892551892552
0.054029304029304,0.056776556776557
0.056776556776557,0.058302808302808
0.061050061050061,0.062576312576313
0.064407814407814,0.067155067155067
0.067765567765568,0.070207570207570
0.071428571428571,0.072039072039072
0.076007326007326,0.076617826617827
0.078754578754579,0.080280830280830
0.080891330891331,0.082417582417582
0.084859584859585,0.087912087912088
0.088217338217338,0.090354090354090
0.090659340659341,0.094017094017094
0.094322344322344,0.097069597069597
0.097985347985348,0.101037851037851
0.100732600732601,0.103174603174603
0.103479853479853,0.106532356532357
0.106532356532357,0.109584859584860
0.109890109890110,0.113247863247863
0.112637362637363,0.115689865689866
0.115384615384615,0.118131868131868
0.117826617826618,0.121489621489621
0.121489621489621,0.123015873015873
0.124236874236874,0.127899877899878
0.126984126984127,0.130036630036630
0.129120879120879,0.134004884004884
0.132478632478632,0.135531135531136
0.134004884004884,0.137973137973138
0.137362637362637,0.138888888888889
0.138583638583639,0.144993894993895
0.142246642246642,0.145909645909646
0.144078144078144,0.148351648351648
0.147435897435897,0.149572649572650
0.149877899877900,0.152930402930403
0.152319902319902,0.155372405372405
0.153846153846154,0.157509157509158
0.155982905982906,0.159951159951160
0.157509157509158,0.161172161172161
0.161477411477411,0.164224664224664
0.161477411477411,0.166361416361416
0.163614163614164,0.167582417582418
0.164835164835165,0.170024420024420
0.166971916971917,0.170940170940171
0.167887667887668,0.172771672771673
0.170634920634921,0.174297924297924
0.171855921855922,0.175518925518926
0.173382173382173,0.177350427350427
0.175518925518926,0.178266178266178
0.177045177045177,0.181013431013431
0.177655677655678,0.181013431013431
0.179487179487179,0.181623931623932
0.179487179487179,0.184065934065934
0.181013431013431,0.185286935286935
0.181623931623932,0.185592185592186
0.182844932844933,0.187118437118437
0.183455433455433,0.187118437118437
0.184676434676435,0.187423687423687
0.184676434676435,0.188949938949939
0.185897435897436,0.189255189255189
0.185897435897436,0.189560439560440
0.187118437118437,0.190476190476190
0.185897435897436,0.190476190476190
0.187728937728938,0.191391941391941
0.187423687423687,0.192002442002442
0.188339438339438,0.191086691086691
0.187728937728938,0.192612942612943
0.188644688644689,0.191391941391941
0.188034188034188,0.192307692307692
0.188644688644689,0.192002442002442
0.187423687423687,0.192002442002442
0.188034188034188,0.191086691086691
0.187118437118437,0.192002442002442
0.187728937728938,0.190170940170940
0.186813186813187,0.191391941391941
0.186813186813187,0.189255189255189
0.184676434676435,0.189560439560440
0.184371184371184,0.189255189255189
0.183150183150183,0.188644688644689
0.183455433455433,0.187423687423687
0.181623931623932,0.185286935286935
0.181929181929182,0.185286935286935
0.180402930402930,0.184371184371184
0.179792429792430,0.182844932844933
0.177655677655678,0.181013431013431
0.177045177045177,0.180402930402930
0.173992673992674,0.178876678876679
0.174297924297924,0.178266178266178
0.172771672771673,0.176434676434676
0.170634920634921,0.174908424908425
0.169413919413919,0.173076923076923
0.167277167277167,0.170024420024420
0.166361416361416,0.167887667887668
0.164224664224664,0.167887667887668
0.162698412698413,0.166971916971917
0.160866910866911,0.163919413919414
0.158424908424908,0.162393162393162
0.157814407814408,0.160256410256410
0.153846153846154,0.158424908424908
0.152014652014652,0.155067155067155
0.149877899877900,0.153540903540904
0.147741147741148,0.150793650793651
0.145604395604396,0.149877899877900
0.143772893772894,0.145604395604396
0.140109890109890,0.143162393162393
0.138278388278388,0.140720390720391
0.134310134310134,0.138888888888889
0.131562881562882,0.136141636141636
0.129120879120879,0.134615384615385
0.127289377289377,0.130952380952381
0.124847374847375,0.129426129426129
0.121794871794872,0.126068376068376
0.118437118437118,0.123626373626374
0.115995115995116,0.119047619047619
0.114163614163614,0.117521367521368
0.110195360195360,0.113553113553114
0.107753357753358,0.111416361416361
0.104700854700855,0.107142857142857
0.101343101343101,0.104395604395604
0.097985347985348,0.101343101343101
0.094932844932845,0.098290598290598
0.090964590964591,0.095543345543346
0.088827838827839,0.092185592185592
0.086385836385836,0.087606837606838
0.082112332112332,0.084859584859585
0.079059829059829,0.080891330891331
0.075091575091575,0.078754578754579
0.071733821733822,0.073260073260073
0.068070818070818,0.070512820512821
0.065018315018315,0.067155067155067
0.060744810744811,0.063797313797314
0.057387057387057,0.059523809523810
0.054029304029304,0.056471306471306
0.051587301587302,0.053724053724054
0.047313797313797,0.051282051282051
0.044261294261294,0.045177045177045
0.039987789987790,0.043650793650794
0.035714285714286,0.038156288156288
0.032661782661783,0.036324786324786
0.028083028083028,0.030830280830281
0.024420024420024,0.028083028083028
0.021367521367521,0.022893772893773
0.017399267399267,0.021062271062271
0.014957264957265,0.016178266178266
0.009462759462759,0.012515262515263
0.007020757020757,0.008547008547009
0.002442002442002,0.005799755799756
-0.001221001221001,0.000915750915751
-0.004578754578755,-0.000915750915751
-0.008547008547009,-0.005799755799756
-0.012515262515263,-0.009768009768010
-0.015873015873016,-0.014041514041514
-0.018925518925519,-0.016483516483516
-0.023199023199023,-0.020757020757021
-0.025335775335775,-0.023809523809524
-0.030525030525031,-0.028083028083028
-0.034493284493284,-0.031135531135531
-0.038156288156288,-0.035409035409035
-0.041208791208791,-0.038766788766789
-0.045482295482295,-0.042429792429792
-0.048840048840049,-0.046092796092796
-0.053113553113553,-0.050366300366300
-0.056166056166056,-0.053113553113553
-0.059523809523810,-0.058608058608059
-0.063492063492063,-0.061965811965812
-0.067460317460317,-0.065018315018315
-0.069291819291819,-0.067460317460317
-0.074175824175824,-0.071733821733822
-0.076312576312576,-0.074175824175824
-0.080586080586081,-0.079059829059829
-0.083943833943834,-0.081196581196581
-0.087301587301587,-0.084859584859585
-0.090964590964591,-0.089133089133089
-0.094017094017094,-0.091269841269841
-0.096459096459096,-0.094017094017094
-0.099816849816850,-0.097985347985348
-0.103785103785104,-0.100427350427350
-0.107142857142857,-0.104090354090354
-0.109279609279609,-0.107448107448107
-0.112637362637363,-0.110500610500610
-0.114774114774115,-0.113858363858364
-0.118131868131868,-0.116910866910867
-0.121184371184371,-0.120573870573871
-0.124236874236874,-0.122405372405372
-0.126068376068376,-0.125152625152625
-0.130036630036630,-0.127594627594628
-0.131868131868132,-0.130647130647131
-0.135225885225885,-0.133699633699634
-0.138278388278388,-0.135225885225885
-0.140109890109890,-0.138278388278388
-0.142857142857143,-0.141025641025641
-0.145604395604396,-0.144078144078144
-0.147741147741148,-0.145299145299145
-0.150488400488400,-0.148656898656899
-0.152625152625153,-0.150488400488400
-0.155982905982906,-0.153235653235653
-0.156593406593407,-0.153846153846154
-0.159645909645910,-0.157509157509158
-0.160866910866911,-0.160866910866911
-0.163308913308913,-0.162393162393162
-0.166361416361416,-0.164529914529915
-0.167887667887668,-0.165140415140415
-0.168498168498169,-0.167582417582418
-0.170329670329670,-0.168803418803419
-0.171855921855922,-0.170634920634921
-0.173382173382173,-0.172466422466422
-0.174908424908425,-0.173382173382173
-0.177045177045177,-0.174603174603175
-0.177045177045177,-0.176129426129426
-0.180402930402930,-0.177655677655678
-0.181623931623932,-0.178571428571429
-0.181623931623932,-0.180708180708181
-0.183455433455433,-0.181623931623932
-0.184065934065934,-0.182539682539683
-0.185592185592186,-0.182844932844933
-0.186202686202686,-0.184371184371184
-0.186813186813187,-0.184981684981685
-0.189560439560440,-0.184981684981685
-0.188339438339438,-0.186202686202686
-0.188339438339438,-0.187728937728938
-0.188949938949939,-0.186507936507937
-0.190476190476190,-0.189560439560440
-0.189560439560440,-0.188339438339438
-0.190781440781441,-0.190170940170940
-0.190170940170940,-0.189255189255189
-0.191086691086691,-0.189560439560440
-0.191086691086691,-0.189255189255189
-0.190781440781441,-0.189865689865690
-0.191391941391941,-0.190170940170940
-0.191086691086691,-0.190476190476190
-0.190781440781441,-0.188949938949939
-0.190781440781441,-0.190170940170940
-0.190170940170940,-0.189255189255189
-0.189560439560440,-0.189865689865690
-0.188644688644689,-0.188339438339438
-0.188949938949939,-0.187118437118437
-0.187728937728938,-0.186813186813187
-0.186507936507937,-0.187118437118437
-0.187118437118437,-0.185286935286935
-0.185897435897436,-0.184676434676435
-0.185286935286935,-0.182234432234432
-0.184371184371184,-0.182844932844933
-0.183760683760684,-0.181318681318681
-0.182234432234432,-0.180097680097680
-0.180402930402930,-0.178571428571429
-0.180402930402930,-0.178571428571429
-0.179487179487179,-0.176739926739927
-0.176129426129426,-0.175213675213675
-0.175213675213675,-0.174297924297924
-0.173382173382173,-0.173687423687424
-0.172466422466422,-0.170940170940171
-0.170940170940171,-0.169413919413919
-0.168803418803419,-0.167277167277167
-0.167887667887668,-0.165750915750916
-0.164835164835165,-0.164529914529915
